,four_year_resale_value,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Power_perf_factor,Manufacturer_Audi,Manufacturer_BMW,Manufacturer_Buick,Manufacturer_Cadillac,Manufacturer_Chevrolet,Manufacturer_Chrysler,Manufacturer_Dodge,Manufacturer_Ford,Manufacturer_Honda,Manufacturer_Hyundai,Manufacturer_Infiniti,Manufacturer_Jaguar,Manufacturer_Jeep,Manufacturer_Lexus,Manufacturer_Lincoln,Manufacturer_Mercedes-B,Manufacturer_Mercury,Manufacturer_Mitsubishi,Manufacturer_Nissan,Manufacturer_Oldsmobile,Manufacturer_Plymouth,Manufacturer_Pontiac,Manufacturer_Porsche,Manufacturer_Saab,Manufacturer_Saturn,Manufacturer_Subaru,Manufacturer_Toyota,Manufacturer_Volkswagen,Manufacturer_Volvo,Vehicle_type_Passenger,ln_sales_in_thousands
Manufacturer_Hyundai,-0.13272966839051753,-0.14883019838128403,-0.1470829785867266,-0.14672247151461468,-0.12042086183500826,-0.12530528260609872,-0.1252918631566752,-0.16351155979333604,-0.1233254902025886,0.12609297348626197,-0.15114544437238936,-0.019480519480519484,-0.019480519480519484,-0.022567556955543192,-0.025314157340492183,-0.034418398925955045,-0.030151134457776417,-0.03831070831790977,-0.038310708317909725,-0.025314157340492187,1.0,-0.011174753906691856,-0.011174753906691853,-0.019480519480519487,-0.027821940563328488,-0.01948051948051948,-0.034418398925955045,-0.027821940563328484,-0.03015113445777637,-0.030151134457776355,-0.027821940563328488,-0.022567556955543192,-0.027821940563328488,-0.019480519480519477,-0.015854385566275424,-0.025314157340492173,-0.015854385566275424,-0.03441839892595505,-0.02782194056332849,-0.0278219405633285,0.08297804542942105,0.04848587635821018
Manufacturer_Infiniti,0.01980420546479436,0.012005440522331295,-0.00466733373261021,0.05841184424918834,0.008603953889182794,-0.02208502843136196,0.03811151931752865,-0.004560134135714955,0.011457034713807298,0.021832174121489027,0.04968608326481432,-0.011174753906691856,-0.011174753906691856,-0.012945593956343628,-0.014521146569944214,-0.01974367974347462,-0.017295817388759023,-0.021976453855442984,-0.02197645385544298,-0.014521146569944214,-0.011174753906691856,1.0,-0.006410256410256412,-0.011174753906691853,-0.015959704735425923,-0.011174753906691858,-0.01974367974347462,-0.01595970473542593,-0.017295817388759026,-0.017295817388759033,-0.01595970473542593,-0.012945593956343624,-0.01595970473542593,-0.011174753906691865,-0.009094667994973342,-0.014521146569944235,-0.009094667994973344,-0.01974367974347462,-0.015959704735425934,-0.015959704735425927,0.04759930751637994,-0.012207768247836755
Manufacturer_Jaguar,-0.023675881894805868,0.08706974063686404,-0.00466733373261021,0.07688531974505786,0.0739832569003503,0.010592785430728165,0.02371366441593975,0.03492945151375329,0.00938473696027302,-0.05391702669782137,0.08100145862573561,-0.011174753906691853,-0.011174753906691853,-0.01294559395634363,-0.014521146569944207,-0.019743679743474612,-0.017295817388759026,-0.021976453855442977,-0.02197645385544297,-0.014521146569944203,-0.011174753906691853,-0.006410256410256412,1.0,-0.011174753906691853,-0.015959704735425923,-0.011174753906691858,-0.01974367974347462,-0.01595970473542593,-0.017295817388759026,-0.017295817388759037,-0.01595970473542593,-0.012945593956343624,-0.01595970473542593,-0.011174753906691865,-0.009094667994973342,-0.014521146569944235,-0.009094667994973344,-0.019743679743474622,-0.015959704735425934,-0.015959704735425927,0.04759930751637994,-0.040042848831782676
Manufacturer_Jeep,-0.025132540424385116,-0.062220423678062534,0.05909583961073831,-0.04350420028079286,-0.13328880704373366,-0.0683393042197614,-0.21279055975083264,-0.001020737169776308,0.06814003700228873,-0.1710210424160533,-0.04724606067851735,-0.019480519480519484,-0.019480519480519484,-0.022567556955543185,-0.025314157340492215,-0.03441839892595508,-0.030151134457776407,-0.03831070831790979,-0.038310708317909774,-0.0253141573404922,-0.019480519480519487,-0.011174753906691853,-0.011174753906691853,1.0,-0.027821940563328488,-0.019480519480519473,-0.034418398925955045,-0.027821940563328484,-0.030151134457776355,-0.030151134457776355,-0.027821940563328488,-0.022567556955543192,-0.027821940563328488,-0.019480519480519477,-0.015854385566275424,-0.025314157340492173,-0.015854385566275424,-0.03441839892595505,-0.02782194056332849,-0.0278219405633285,-0.2347671529222642,0.133201137028113
Manufacturer_Lexus,0.12732033445908084,0.2343674410212337,0.106805065144161,0.2120606372572945,0.03498603076031817,0.05155537012192352,0.034395744559726056,0.19310284598167043,0.1334331206008082,-0.1420960496178858,0.22334284317056313,-0.02782194056332848,-0.02782194056332848,-0.03223082571820154,-0.03615350102147986,-0.049156114659079694,-0.043061637634460616,-0.05471508348767489,-0.05471508348767487,-0.03615350102147986,-0.027821940563328488,-0.015959704735425923,-0.015959704735425923,-0.027821940563328488,1.0,-0.027821940563328495,-0.04915611465907965,-0.03973509933774833,-0.04306163763446057,-0.043061637634460546,-0.039735099337748346,-0.03223082571820153,-0.039735099337748346,-0.027821940563328488,-0.02264312167517441,-0.036153501021479836,-0.022643121675174408,-0.049156114659079674,-0.039735099337748346,-0.03973509933774836,-0.03275849121550204,-0.13479352894829685
Manufacturer_Lincoln,0.02241837442789675,0.14089287642755532,0.24286391669978316,0.1918334581323212,0.14245287600038745,0.2476862425425349,0.23202353130153597,0.2420822221244357,0.18253767904293874,-0.14901259679365955,0.18777872881979238,-0.019480519480519487,-0.019480519480519487,-0.022567556955543196,-0.025314157340492173,-0.03441839892595507,-0.030151134457776375,-0.038310708317909774,-0.03831070831790975,-0.025314157340492176,-0.01948051948051948,-0.011174753906691858,-0.011174753906691858,-0.019480519480519473,-0.027821940563328495,1.0,-0.034418398925955045,-0.027821940563328484,-0.030151134457776375,-0.03015113445777636,-0.027821940563328495,-0.022567556955543192,-0.027821940563328488,-0.01948051948051948,-0.015854385566275428,-0.025314157340492176,-0.015854385566275428,-0.03441839892595506,-0.0278219405633285,-0.027821940563328505,-0.022937020687807418,-0.014999514861643502
Manufacturer_Mercedes-B,0.250479913843074,0.44357641437065615,0.08593326603375498,0.20276598844894553,-0.03593136182655312,-0.07441255481604037,-0.13637133597137527,0.11749952000368404,0.06223703162892438,-0.023487720198384406,0.2619761392092408,-0.03441839892595505,-0.03441839892595505,-0.03987261114144501,-0.04472533531206523,-0.06081081081081084,-0.053271360390343296,-0.06768778642378179,-0.06768778642378177,-0.04472533531206524,-0.034418398925955045,-0.01974367974347462,-0.01974367974347462,-0.034418398925955045,-0.04915611465907965,-0.034418398925955045,1.0,-0.04915611465907968,-0.053271360390343296,-0.05327136039034332,-0.04915611465907965,-0.03987261114144499,-0.04915611465907966,-0.03441839892595506,-0.02801170511349319,-0.044725335312065254,-0.02801170511349319,-0.06081081081081082,-0.049156114659079674,-0.04915611465907968,0.08422922903550414,-0.23661829401904058
Manufacturer_Mercury,-0.06307196730430632,-0.09227306166515922,0.017185850337187853,-0.07805327766428917,0.06561587845058392,0.07867483967510766,0.10509308740899088,0.0293994997107604,-0.005871451657666555,-0.008508745486100963,-0.08169540613660313,-0.027821940563328484,-0.027821940563328484,-0.032230825718201545,-0.03615350102147983,-0.049156114659079694,-0.04306163763446057,-0.05471508348767484,-0.054715083487674815,-0.03615350102147983,-0.027821940563328484,-0.01595970473542593,-0.01595970473542593,-0.027821940563328484,-0.03973509933774833,-0.027821940563328484,-0.04915611465907968,1.0,-0.04306163763446057,-0.04306163763446055,-0.039735099337748346,-0.03223082571820154,-0.039735099337748346,-0.027821940563328488,-0.02264312167517441,-0.036153501021479836,-0.02264312167517441,-0.049156114659079674,-0.03973509933774835,-0.03973509933774836,-0.032758491215502096,0.02255120505392089
Manufacturer_Mitsubishi,-0.06213208428917932,-0.07844447434532331,-0.05421684583836972,-0.07956680056838723,-0.12432971109222098,-0.13336319615777556,-0.08169529680352364,-0.04615636271914387,0.018931273224302627,-0.050584208221070626,-0.080560744726403,-0.030151134457776386,-0.030151134457776386,-0.03492912213303893,-0.039180195498468934,-0.0532713603903434,-0.04666666666666672,-0.059295714306852015,-0.059295714306852015,-0.039180195498468934,-0.03015113445777637,-0.017295817388759026,-0.017295817388759026,-0.030151134457776355,-0.04306163763446057,-0.030151134457776375,-0.053271360390343296,-0.04306163763446057,1.0,-0.04666666666666668,-0.043061637634460546,-0.03492912213303891,-0.04306163763446053,-0.03015113445777636,-0.024538755828982208,-0.03918019549846894,-0.02453875582898221,-0.053271360390343324,-0.04306163763446056,-0.043061637634460546,-0.012082260403600442,-0.11535860813087792
Manufacturer_Nissan,-0.07251925255062162,-0.07550881359829456,-0.030431879588634317,-0.06477787339370465,-0.00930194594274362,-0.07038493745011883,-0.01949299151212724,0.011466928573347626,0.014138674627878567,-0.07978171076043836,-0.0678235875895783,-0.030151134457776375,-0.030151134457776375,-0.03492912213303894,-0.039180195498468934,-0.05327136039034335,-0.046666666666666676,-0.059295714306852015,-0.059295714306852036,-0.039180195498468934,-0.030151134457776355,-0.017295817388759033,-0.017295817388759037,-0.030151134457776355,-0.043061637634460546,-0.03015113445777636,-0.05327136039034332,-0.04306163763446055,-0.04666666666666668,1.0,-0.043061637634460546,-0.03492912213303891,-0.04306163763446053,-0.03015113445777636,-0.02453875582898221,-0.03918019549846895,-0.024538755828982215,-0.05327136039034333,-0.04306163763446056,-0.043061637634460546,-0.15259447398621284,0.1130660047566507
Manufacturer_Oldsmobile,-0.02759341214726261,-0.023957452525650267,0.07479820271309923,0.01452372364198879,0.08268107930658906,0.006033403371931961,0.09588251809412184,0.06557703479825437,0.013046453216941017,-0.03208297562700408,0.008047190018953357,-0.02782194056332851,-0.02782194056332851,-0.032230825718201545,-0.036153501021479816,-0.04915611465907968,-0.04306163763446054,-0.05471508348767486,-0.054715083487674857,-0.036153501021479816,-0.027821940563328488,-0.01595970473542593,-0.01595970473542593,-0.027821940563328488,-0.039735099337748346,-0.027821940563328495,-0.04915611465907965,-0.039735099337748346,-0.043061637634460546,-0.043061637634460546,1.0,-0.032230825718201524,-0.03973509933774833,-0.027821940563328488,-0.022643121675174408,-0.036153501021479836,-0.022643121675174405,-0.04915611465907967,-0.03973509933774834,-0.03973509933774834,-0.032758491215502124,-0.06992674583771885
Manufacturer_Plymouth,-0.09946702479565872,-0.053313564906859415,-0.09120643241901315,-0.054942072714204496,0.051449169251864796,0.16398484109433759,-0.11203153071942354,-0.10559506854947277,-0.11810718794867617,0.05365138133647694,-0.05596815571097165,-0.022567556955543196,-0.022567556955543196,-0.026143790849673207,-0.029325639294907762,-0.039872611141445004,-0.03492912213303891,-0.04438172672121038,-0.044381726721210386,-0.029325639294907762,-0.022567556955543192,-0.012945593956343624,-0.012945593956343624,-0.022567556955543192,-0.03223082571820153,-0.022567556955543192,-0.03987261114144499,-0.03223082571820154,-0.03492912213303891,-0.03492912213303891,-0.032230825718201524,1.0,-0.03223082571820153,-0.0225675569555432,-0.018366797128785865,-0.029325639294907786,-0.018366797128785865,-0.03987261114144501,-0.03223082571820154,-0.032230825718201524,0.004102998951338533,-0.13541865901450692
Manufacturer_Pontiac,-0.06477467599666091,-0.06142861202289791,0.07159751646999303,-0.0031661492190833045,0.043737415814680276,0.04283839776553966,0.09413997795347127,0.008065394460635422,-0.0015719278225286026,0.04649779150934007,-0.014394945922864855,-0.02782194056332851,-0.02782194056332851,-0.03223082571820154,-0.03615350102147978,-0.04915611465907967,-0.04306163763446053,-0.054715083487674857,-0.05471508348767487,-0.03615350102147979,-0.027821940563328488,-0.01595970473542593,-0.01595970473542593,-0.027821940563328488,-0.039735099337748346,-0.027821940563328488,-0.04915611465907966,-0.039735099337748346,-0.04306163763446053,-0.04306163763446053,-0.03973509933774833,-0.03223082571820153,1.0,-0.02782194056332848,-0.022643121675174408,-0.03615350102147983,-0.022643121675174408,-0.04915611465907967,-0.03973509933774834,-0.03973509933774836,0.042875084090877646,0.09741945442186743
Manufacturer_Porsche,0.5405490999566902,0.3448402838127757,0.014274357393898134,0.21412860471882686,-0.25767894406141506,-0.05884497448870696,-0.1465564866317492,-0.09295731448177662,-0.034215747981451154,-0.060978814304084375,0.24806019437500476,-0.01948051948051949,-0.01948051948051949,-0.02256755695554321,-0.025314157340492152,-0.03441839892595507,-0.03015113445777636,-0.038310708317909774,-0.03831070831790977,-0.025314157340492152,-0.019480519480519477,-0.011174753906691865,-0.011174753906691865,-0.019480519480519477,-0.027821940563328488,-0.01948051948051948,-0.03441839892595506,-0.027821940563328488,-0.03015113445777636,-0.03015113445777636,-0.027821940563328488,-0.0225675569555432,-0.02782194056332848,1.0,-0.015854385566275424,-0.025314157340492176,-0.015854385566275424,-0.03441839892595505,-0.027821940563328495,-0.02782194056332849,0.08297804542942097,-0.23818444917798395
Manufacturer_Saab,-0.03359058851014763,0.0181909674851156,-0.09964163796024576,-0.01692514750524357,-0.0446447080857193,-0.07107260195574752,-0.014019317351868364,-0.04412399316215703,-0.0072660047478759525,-0.02276048438425347,-0.01010763720745231,-0.01585438556627543,-0.01585438556627543,-0.018366797128785875,-0.02060214108575821,-0.028011705113493202,-0.024538755828982208,-0.031179494037448498,-0.031179494037448498,-0.02060214108575821,-0.015854385566275424,-0.009094667994973342,-0.009094667994973342,-0.015854385566275424,-0.02264312167517441,-0.015854385566275428,-0.02801170511349319,-0.02264312167517441,-0.024538755828982208,-0.02453875582898221,-0.022643121675174408,-0.018366797128785865,-0.022643121675174408,-0.015854385566275424,1.0,-0.020602141085758224,-0.012903225806451608,-0.028011705113493202,-0.022643121675174415,-0.022643121675174405,0.06753238418972987,-0.09122097631305282
Manufacturer_Saturn,-0.09639174674148518,-0.16655245546607697,-0.18180946237614415,-0.21340810674855337,-0.08227102067165437,-0.19596421871769226,-0.060163722826014364,-0.21793702786262914,-0.25570881719792615,0.28110908041174976,-0.2085926891179264,-0.025314157340492183,-0.025314157340492183,-0.029325639294907804,-0.032894736842105254,-0.044725335312065274,-0.03918019549846894,-0.049783235973510524,-0.04978323597351053,-0.03289473684210526,-0.025314157340492173,-0.014521146569944235,-0.014521146569944235,-0.025314157340492173,-0.036153501021479836,-0.025314157340492176,-0.044725335312065254,-0.036153501021479836,-0.03918019549846894,-0.03918019549846895,-0.036153501021479836,-0.029325639294907786,-0.03615350102147983,-0.025314157340492176,-0.020602141085758224,1.0,-0.02060214108575822,-0.04472533531206525,-0.03615350102147983,-0.03615350102147982,0.10782665728741933,-0.03964140521761622
Manufacturer_Subaru,-0.03359058851014759,-0.047417430800046255,-0.061339378387559394,-0.04212666645747488,-0.09027569734259598,-0.10750007890413049,-0.058278291389244334,-0.019566893273179915,-0.04548743693966559,0.017540974807413567,-0.04430710229712282,-0.01585438556627543,-0.01585438556627543,-0.01836679712878588,-0.02060214108575821,-0.028011705113493195,-0.02453875582898221,-0.0311794940374485,-0.031179494037448498,-0.02060214108575821,-0.015854385566275424,-0.009094667994973344,-0.009094667994973344,-0.015854385566275424,-0.022643121675174408,-0.015854385566275428,-0.02801170511349319,-0.02264312167517441,-0.02453875582898221,-0.024538755828982215,-0.022643121675174405,-0.018366797128785865,-0.022643121675174408,-0.015854385566275424,-0.012903225806451608,-0.02060214108575822,1.0,-0.028011705113493195,-0.02264312167517441,-0.0226431216751744,-0.061767424563777304,0.030635117616741585
Manufacturer_Toyota,-0.019397545313049106,-0.09274615989388187,-0.10412536031051538,-0.11041926922699595,-0.0929498726677451,-0.1119559032135377,-0.10146971008605972,-0.06915543901689121,-0.011518684181576887,0.08020499181979111,-0.1088004177843544,-0.03441839892595507,-0.03441839892595507,-0.039872611141445025,-0.04472533531206522,-0.06081081081081084,-0.053271360390343324,-0.06768778642378179,-0.0676877864237818,-0.04472533531206522,-0.03441839892595505,-0.01974367974347462,-0.019743679743474622,-0.03441839892595505,-0.049156114659079674,-0.03441839892595506,-0.06081081081081082,-0.049156114659079674,-0.053271360390343324,-0.05327136039034333,-0.04915611465907967,-0.03987261114144501,-0.04915611465907967,-0.03441839892595505,-0.028011705113493202,-0.04472533531206525,-0.028011705113493195,1.0,-0.04915611465907968,-0.04915611465907969,-0.16527999659797046,0.14646486039788764
Manufacturer_Volkswagen,-0.056244760335922586,-0.13501849358135615,-0.21006287292335066,-0.23018618426950962,-0.1991135194438517,-0.1828343310163202,-0.2976826193871713,-0.1592025030615421,-0.16753354785885954,0.10936240521841527,-0.21529639588035884,-0.027821940563328505,-0.027821940563328505,-0.03223082571820156,-0.03615350102147979,-0.04915611465907969,-0.04306163763446056,-0.054715083487674884,-0.05471508348767488,-0.03615350102147979,-0.02782194056332849,-0.015959704735425934,-0.015959704735425934,-0.02782194056332849,-0.039735099337748346,-0.0278219405633285,-0.049156114659079674,-0.03973509933774835,-0.04306163763446056,-0.04306163763446056,-0.03973509933774834,-0.03223082571820154,-0.03973509933774834,-0.027821940563328495,-0.022643121675174415,-0.03615350102147983,-0.02264312167517441,-0.04915611465907968,1.0,-0.03973509933774837,0.11850865939725752,-0.03920941725749149
Manufacturer_Volvo,-0.058946173165139115,0.05046865114351835,-0.1460491480612271,-0.013190410507024275,-0.08447037523171641,-0.09179039751634277,-0.057958882894770594,-0.02965500609382499,-0.005871451657666778,0.03078163808207143,-0.00012946112071099975,-0.027821940563328505,-0.027821940563328505,-0.03223082571820154,-0.03615350102147978,-0.049156114659079694,-0.04306163763446054,-0.05471508348767488,-0.05471508348767488,-0.03615350102147978,-0.0278219405633285,-0.015959704735425927,-0.015959704735425927,-0.0278219405633285,-0.03973509933774836,-0.027821940563328505,-0.04915611465907968,-0.03973509933774836,-0.043061637634460546,-0.043061637634460546,-0.03973509933774834,-0.032230825718201524,-0.03973509933774836,-0.02782194056332849,-0.022643121675174405,-0.03615350102147982,-0.0226431216751744,-0.04915611465907969,-0.03973509933774837,1.0,0.1185086593972575,-0.16235005874884062
Vehicle_type_Passenger,0.0850035298328571,0.04590211442304587,-0.25591197515452946,-0.0030391820123514086,-0.38378162563280044,-0.24204301670988956,-0.13447284757993003,-0.5170240203066635,-0.5898700168261591,0.5684170284894033,0.0024298087161150226,0.082978045429421,0.082978045429421,0.09612740400278956,0.025247217316078697,0.14660653544387292,0.058173846387705834,-0.17765923948827508,-0.12085170262542533,-0.13991166262660268,0.08297804542942105,0.04759930751637994,0.04759930751637994,-0.2347671529222642,-0.03275849121550204,-0.022937020687807418,0.08422922903550414,-0.032758491215502096,-0.012082260403600442,-0.15259447398621284,-0.032758491215502124,0.004102998951338533,0.042875084090877646,0.08297804542942097,0.06753238418972987,0.10782665728741933,-0.061767424563777304,-0.16527999659797046,0.11850865939725752,0.1185086593972575,1.0,-0.27724877152387206
ln_sales_in_thousands,-0.43143838995630696,-0.5551395771714114,-0.1275550465130939,-0.38916911762087125,0.29160480286353463,0.05215707003104655,0.2208831636211575,-0.04777302443932544,-0.011748769190305399,0.11030700894331906,-0.43255970481106687,-0.12913166758995592,-0.07486594461862137,0.08584781007526551,-0.08225256795131382,0.09454270702048985,-0.02366420950566708,0.09832695345233423,0.3721594452468372,0.15844942381022672,0.04848587635821018,-0.012207768247836755,-0.040042848831782676,0.133201137028113,-0.13479352894829685,-0.014999514861643502,-0.23661829401904058,0.02255120505392089,-0.11535860813087792,0.1130660047566507,-0.06992674583771885,-0.13541865901450692,0.09741945442186743,-0.23818444917798395,-0.09122097631305282,-0.03964140521761622,0.030635117616741585,0.14646486039788764,-0.03920941725749149,-0.16235005874884062,-0.27724877152387206,1.0
